&##&promotion.look_at_the_gift&##&,&##&查看赠品&##&
&##&时间参数异常&##&,&##&时间参数异常&##&
&##&订单code参数为空&##&,&##&订单code参数为空&##&
&##&查询限购规则列表异常&##&,&##&查询限购规则列表异常&##&
&##&查询会员限购规则异常&##&,&##&查询会员限购规则异常&##&
&##&查询会员限购field异常&##&,&##&查询会员限购field异常&##&
&##&未查询到会员限购field信息&##&,&##&未查询到会员限购field信息&##&
&##&查询会员限购param异常&##&,&##&查询会员限购param异常&##&
&##&promotion.selection_method&##&,&##&选品范围&##&
&##&查询会员限购活动列表相关渠道信息异常&##&,&##&查询会员限购活动列表相关渠道信息异常&##&
&##&promotion.full_participation&##&,&##&全场参与&##&
&##&商品超过最大购买数量&##&,&##&商品超过最大购买数量&##&
&##&promotion.part_participation&##&,&##&部分参与&##&
&##&购物车列表超过最大限制数量&##&,&##&购物车列表超过最大限制数量&##&
&##&商品库存不足&##&,&##&商品库存不足&##&
&##&不在所属区域&##&,&##&不在所属区域&##&
&##&操作太频繁啦，请休息一下再试&##&,&##&操作太频繁啦，请休息一下再试&##&
&##&礼金卡不能加车&##&,&##&礼金卡不能加车&##&
&##&订单不满足起送&##&,&##&订单不满足起送&##&
&##&不支持该地区&##&,&##&不支持该地区&##&
&##&找不到当前订单&##&,&##&找不到当前订单&##&
&##&包裹code参数为空&##&,&##&包裹code参数为空&##&
&##&请求异常&##&,&##&请求异常&##&
&##&未找到指定商品&##&,&##&未找到指定商品&##&
&##&该商品不是租赁商品&##&,&##&该商品不是租赁商品&##&
&##&promotion.logo_cannot_be_empty&##&,&##&活动logo不能为空&##&
&##&promotion.shop_name&##&,&##&店铺名称&##&
&##&promotion.Click_OK_to_delete_corresponding_channel_products&##&,&##&点击确定将删除对应渠道商品&##&
&##&回滚全场券异常&##&,&##&回滚全场券异常&##&
&##&查询促销限量接口，没有传入促销id集合&##&,&##&查询促销限量接口，没有传入促销id集合&##&
&##&取消订单，还回优惠券异常&##&,&##&取消订单，还回优惠券异常&##&
&##&分页查询用户信息异常&##&,&##&分页查询用户信息异常&##&
&##&您不能参与自己的团单&##&,&##&您不能参与自己的团单&##&
&##&砍价活动时间异常&##&,&##&砍价活动时间异常&##&
&##&生成券号出错&##&,&##&生成券号出错&##&
&##&查询拼团活动团单异常.&##&,&##&查询拼团活动团单异常.&##&
&##&更新拼团活动限制异常.&##&,&##&更新拼团活动限制异常.&##&
&##&件,可换购以下任意&##&,&##&件,可换购以下任意&##&
&##&所选择的支付方式不符合优惠券使用规则&##&,&##&所选择的支付方式不符合优惠券使用规则&##&
&##&根据手机号，更新userId异常&##&,&##&根据手机号，更新userId异常&##&
&##&创建券活动出错&##&,&##&创建券活动出错&##&
&##&参数输入有误&##&,&##&参数输入有误&##&
&##&优惠券查询入参不合法！&##&,&##&优惠券查询入参不合法！&##&
&##&查询促销活动列表出错&##&,&##&查询促销活动列表出错&##&
&##&查询用户优惠券信息异常&##&,&##&查询用户优惠券信息异常&##&
&##&更新拼团活动状态异常&##&,&##&更新拼团活动状态异常&##&
&##&更新优惠券分享信息异常&##&,&##&更新优惠券分享信息异常&##&
&##&用户信息校验未通过&##&,&##&用户信息校验未通过&##&
&##&砍价活动状态异常&##&,&##&砍价活动状态异常&##&
&##&您已下过单了，但还未支付哦~&##&,&##&您已下过单了，但还未支付哦~&##&
&##&不能领取自己分享的优惠券哦!&##&,&##&不能领取自己分享的优惠券哦!&##&
&##&折&##&,&##&折&##&
&##&查询拼团活动商品异常.&##&,&##&查询拼团活动商品异常.&##&
&##&该优惠券在当前渠道不可用&##&,&##&该优惠券在当前渠道不可用&##&
&##&插入拼团活动商品异常.&##&,&##&插入拼团活动商品异常.&##&
&##&获取拼团活动渠道信息异常&##&,&##&获取拼团活动渠道信息异常&##&
&##&分页查询券明细信息异常&##&,&##&分页查询券明细信息异常&##&
&##&库存不足，无法砍价&##&,&##&库存不足，无法砍价&##&
&##&查询券渠道信息出错&##&,&##&查询券渠道信息出错&##&
&##&插入拼团活动数据异常&##&,&##&插入拼团活动数据异常&##&
&##&超出库存限制&##&,&##&超出库存限制&##&
&##&查询券活动生效数量异常&##&,&##&查询券活动生效数量异常&##&
&##&月&##&,&##&月&##&
&##&券活动分页，查询领／用券张数异常&##&,&##&券活动分页，查询领／用券张数异常&##&
&##&只限新用户领取&##&,&##&只限新用户领取&##&
&##&件,送以下任意&##&,&##&件,送以下任意&##&
&##&插入拼团单异常.&##&,&##&插入拼团单异常.&##&
&##&查询COUPON_USER返回结果为空&##&,&##&查询COUPON_USER返回结果为空&##&
&##&更新团单详情信息异常.&##&,&##&更新团单详情信息异常.&##&
&##&只限老用户领取&##&,&##&只限老用户领取&##&
&##&件送赠品&##&,&##&件送赠品&##&
&##&更新数据异常&##&,&##&更新数据异常&##&
&##&用户ID不能为空&##&,&##&用户ID不能为空&##&
&##&验证码错误&##&,&##&验证码错误&##&
&##&已售罄&##&,&##&已售罄&##&
&##&查询优惠券主题规则异常&##&,&##&查询优惠券主题规则异常&##&
&##&更新拼团活动数据异常&##&,&##&更新拼团活动数据异常&##&
&##&来晚啦，活动已结束&##&,&##&来晚啦，活动已结束&##&
&##&查询砍价活信息异常&##&,&##&查询砍价活信息异常&##&
&##&你已领取过了，给别人留点吧&##&,&##&你已领取过了，给别人留点吧&##&
&##&批量生券出错&##&,&##&批量生券出错&##&
&##&件&##&,&##&件&##&
&##&拼团活动不支持此平台&##&,&##&拼团活动不支持此平台&##&
&##&查询手机号已经领取张数异常&##&,&##&查询手机号已经领取张数异常&##&
&##&查询促销商品价格出错&##&,&##&查询促销商品价格出错&##&
&##&创建状态流转日志出错&##&,&##&创建状态流转日志出错&##&
&##&导出查询券种列表异常&##&,&##&导出查询券种列表异常&##&
&##&已结束&##&,&##&已结束&##&
&##&您的会员类型不符合活动要求，不能领取哦&##&,&##&您的会员类型不符合活动要求，不能领取哦&##&
&##&定金￥&##&,&##&定金￥&##&
&##&查询用户参加拼团记录数据异常.&##&,&##&查询用户参加拼团记录数据异常.&##&
&##&砍价商品未找到&##&,&##&砍价商品未找到&##&
&##&查询拼团团单详情列表数据异常&##&,&##&查询拼团团单详情列表数据异常&##&
&##&砍价活动不存在&##&,&##&砍价活动不存在&##&
&##&所结算的商品中没有符合条件的商品&##&,&##&所结算的商品中没有符合条件的商品&##&
&##&促销活动列表查询异常&##&,&##&促销活动列表查询异常&##&
&##&更改券活动信息异常&##&,&##&更改券活动信息异常&##&
&##&砍价单和个人信息不符&##&,&##&砍价单和个人信息不符&##&
&##&为生券查询券活动面额信息出错&##&,&##&为生券查询券活动面额信息出错&##&
&##&查询使用限制异常&##&,&##&查询使用限制异常&##&
&##&该活动已经过期&##&,&##&该活动已经过期&##&
&##&查询不到券活动异常&##&,&##&查询不到券活动异常&##&
&##&该团单不存在&##&,&##&该团单不存在&##&
&##&查询券活动异常&##&,&##&查询券活动异常&##&
&##&您输入的券号有误&##&,&##&您输入的券号有误&##&
&##&库存不足，无法创建砍价单&##&,&##&库存不足，无法创建砍价单&##&
&##&删除商品限制规则失败&##&,&##&删除商品限制规则失败&##&
&##&未查询到拼团活动商品信息&##&,&##&未查询到拼团活动商品信息&##&
&##&发券出错&##&,&##&发券出错&##&
&##&当前商品类型不允许砍价&##&,&##&当前商品类型不允许砍价&##&
&##&当前状态不能修改成传入的状态.&##&,&##&当前状态不能修改成传入的状态.&##&
&##&作废优惠券异常&##&,&##&作废优惠券异常&##&
&##&秒杀中&##&,&##&秒杀中&##&
&##&参团人数已满.&##&,&##&参团人数已满.&##&
&##&可抵扣￥&##&,&##&可抵扣￥&##&
&##&查询不到数据异常.&##&,&##&查询不到数据异常.&##&
&##&promotionProductCount不能为空&##&,&##&promotionProductCount不能为空&##&
&##&口令错误&##&,&##&口令错误&##&
&##&当前商品不可用&##&,&##&当前商品不可用&##&
&##&查询全场券记录（mkt_generate_batch）异常&##&,&##&查询全场券记录（mkt_generate_batch）异常&##&
&##&创建砍价单失败&##&,&##&创建砍价单失败&##&
&##&系统忙，请稍后再试!&##&,&##&系统忙，请稍后再试!&##&
&##&查询用户已经领取张数异常&##&,&##&查询用户已经领取张数异常&##&
&##&老用户不能参与该活动&##&,&##&老用户不能参与该活动&##&
&##&插入拼团活动限制异常.&##&,&##&插入拼团活动限制异常.&##&
&##&您的砍价单数量已达到上限，请尝试对其他商品砍价&##&,&##&您的砍价单数量已达到上限，请尝试对其他商品砍价&##&
&##&次&##&,&##&次&##&
&##&优惠券未分享或者已被领取&##&,&##&优惠券未分享或者已被领取&##&
&##&您的操作太频繁，请稍后再试&##&,&##&您的操作太频繁，请稍后再试&##&
&##&查询插入coupon_log_archive表异常[couponIds&##&,&##&=查询插入coupon_log_archive表异常[couponIds=&##&
&##&元,送以下&##&,&##&元,送以下&##&
&##&用户领取限制校验失败&##&,&##&用户领取限制校验失败&##&
&##&您的商品已经砍到最低价了&##&,&##&您的商品已经砍到最低价了&##&
&##&砍价记录创建异常&##&,&##&砍价记录创建异常&##&
&##&新老用户限制异常&##&,&##&新老用户限制异常&##&
&##&查询用户订单数异常&##&,&##&查询用户订单数异常&##&
&##&券已过期&##&,&##&券已过期&##&
&##&批量插入用券日志出错&##&,&##&批量插入用券日志出错&##&
&##&未知的状态.&##&,&##&未知的状态.&##&
&##&没有找到砍价商品信息&##&,&##&没有找到砍价商品信息&##&
&##&您有一个未成团的团单，快邀请好友参与吧~&##&,&##&您有一个未成团的团单，快邀请好友参与吧~&##&
&##&生券数量超过券活动总限制数量&##&,&##&生券数量超过券活动总限制数量&##&
&##&砍价失败&##&,&##&砍价失败&##&
&##&注册失败，请稍后重试&##&,&##&注册失败，请稍后重试&##&
&##&您已经发起过过一个砍价了，但尚未支付&##&,&##&您已经发起过过一个砍价了，但尚未支付&##&
&##&对不起,服务正忙&##&,&##&对不起,服务正忙&##&
&##&砍价活动未开始&##&,&##&砍价活动未开始&##&
&##&赠&##&,&##&赠&##&
&##&购买商品金额未达到用券门槛&##&,&##&购买商品金额未达到用券门槛&##&
&##&处理结果异常&##&,&##&处理结果异常&##&
&##&入参不正确&##&,&##&入参不正确&##&
&##&件,送以下&##&,&##&件,送以下&##&
&##&您好，您发起的砍价商品&##&,&##&您好，您发起的砍价商品&##&
&##&查询优惠券明细异常&##&,&##&查询优惠券明细异常&##&
&##&创建砍价活动失败&##&,&##&创建砍价活动失败&##&
&##&操作太过频繁，请稍后重试&##&,&##&操作太过频繁，请稍后重试&##&
&##&查询拼团活动图片数据异常&##&,&##&查询拼团活动图片数据异常&##&
&##&砍价单查询异常&##&,&##&砍价单查询异常&##&
&##&该券是老用户专享券，您不满足条件，不能领取哦&##&,&##&该券是老用户专享券，您不满足条件，不能领取哦&##&
&##&查询有效券活动列表异常&##&,&##&查询有效券活动列表异常&##&
&##&批量发券出错&##&,&##&批量发券出错&##&
&##&您的会员等级不符合活动要求，不能领取哦&##&,&##&您的会员等级不符合活动要求，不能领取哦&##&
&##&发券数量超过券活动总限制数量&##&,&##&发券数量超过券活动总限制数量&##&
&##&券活动不在有效期&##&,&##&券活动不在有效期&##&
&##&更新商品库存异常.&##&,&##&更新商品库存异常.&##&
&##&该平台不能领取该券&##&,&##&该平台不能领取该券&##&
&##&新用户不能参与该活动&##&,&##&新用户不能参与该活动&##&
&##&买&##&,&##&买&##&
&##&砍价活动已结束&##&,&##&砍价活动已结束&##&
&##&根据商家和产品查询不到商品数据异常.&##&,&##&根据商家和产品查询不到商品数据异常.&##&
&##&您的会员信息不符合活动要求，不能领取哦&##&,&##&您的会员信息不符合活动要求，不能领取哦&##&
&##&砍价失败,请稍后重试&##&,&##&砍价失败,请稍后重试&##&
&##&还没有商品参与砍价活动&##&,&##&还没有商品参与砍价活动&##&
&##&砍价单状态信息不正确&##&,&##&砍价单状态信息不正确&##&
&##&当前状态的优惠券不能进行分享&##&,&##&当前状态的优惠券不能进行分享&##&
&##&无拼团活动商品，请重新设置产品或商家.&##&,&##&无拼团活动商品，请重新设置产品或商家.&##&
&##&该团单已成团&##&,&##&该团单已成团&##&
&##&参数不合法.&##&,&##&参数不合法.&##&
&##&下手太慢啦，抢光了&##&,&##&下手太慢啦，抢光了&##&
&##&件送&##&,&##&件送&##&
&##&promotionCount不能超过5个&##&,&##&promotionCount不能超过5个&##&
&##&把stock_limit表数据转到mp表失败.&##&,&##&把stock_limit表数据转到mp表失败.&##&
&##&查询拼团活动数据异常&##&,&##&查询拼团活动数据异常&##&
&##&领取优惠券失败&##&,&##&领取优惠券失败&##&
&##&您已经超过个人参团限制次数&##&,&##&您已经超过个人参团限制次数&##&
&##&修改拼团订单成员信息异常&##&,&##&修改拼团订单成员信息异常&##&
&##&查询团长ID异常&##&,&##&查询团长ID异常&##&
&##&查询商品列表的单一促销信息异常&##&,&##&查询商品列表的单一促销信息异常&##&
&##&查询优惠券主题配置异常&##&,&##&查询优惠券主题配置异常&##&
&##&分享的优惠券不存在&##&,&##&分享的优惠券不存在&##&
&##&ID不能为空&##&,&##&ID不能为空&##&
&##&查询商家使用限制配置类型表异常&##&,&##&查询商家使用限制配置类型表异常&##&
&##&砍价活动校验新用户、老用户身份失败&##&,&##&砍价活动校验新用户、老用户身份失败&##&
&##&CompanyID不能为空&##&,&##&CompanyID不能为空&##&
&##&根据用户ID查询用户手机号码异常&##&,&##&根据用户ID查询用户手机号码异常&##&
&##&查询不到拼团活动数据异常.&##&,&##&查询不到拼团活动数据异常.&##&
&##&查询促销商品信息出错&##&,&##&查询促销商品信息出错&##&
&##&查询券活动列表异常&##&,&##&查询券活动列表异常&##&
&##&活动未开始，敬请期待&##&,&##&活动未开始，敬请期待&##&
&##&团单库存检查异常&##&,&##&团单库存检查异常&##&
&##&根据券号没有查询到可用优惠券&##&,&##&根据券号没有查询到可用优惠券&##&
